target,partner_name,days,lead_days,country_code,pickup_country_code,flight_type,pax
C,Scandinavian Airlines (SAS),6,15,NO,NO,Domestic,1
medium car,Scandinavian Airlines (SAS),8,3,NO,IT,International,1
M,Travelstart,1,17,ZA,ZA,Domestic,1
C,Lufthansa,1,3,DE,DE,Domestic,2
E,Scandinavian Airlines (SAS),10,37,NO,US,International,1
E,Scandinavian Airlines (SAS),3,0,SE,SE,Domestic,1
M,Lufthansa,6,23,DE,IT,International,3
I,Lufthansa,4,5,DE,IT,International,2
large car,Scandinavian Airlines (SAS),12,248,NO,US,International,1
M,Lufthansa,4,31,DE,DE,Domestic,1
I,Lufthansa,7,1,DE,US,International,1
small car,Lufthansa,8,107,DE,IT,International,2
M,Lufthansa,7,29,DE,ES,International,2
C,Scandinavian Airlines (SAS),2,15,NO,NO,Domestic,1
C,Lufthansa,5,71,DE,SE,International,1
E,Scandinavian Airlines (SAS),6,29,NO,NO,Domestic,1
M,Lufthansa,4,84,DE,FR,International,1
E,Scandinavian Airlines (SAS),7,47,SE,IT,International,1
E,Scandinavian Airlines (SAS),6,56,SE,IT,International,1
S,Scandinavian Airlines (SAS),2,1,SE,SE,Domestic,1
S,Scandinavian Airlines (SAS),7,16,NO,US,International,1
C,Scandinavian Airlines (SAS),2,12,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),3,12,NO,NO,Domestic,2
C,Scandinavian Airlines (SAS),2,4,NO,DK,International,2
C,Lufthansa,2,35,DE,NO,International,2
I,Scandinavian Airlines (SAS),3,15,NO,NO,Domestic,1
M,Scandinavian Airlines (SAS),4,17,NO,FR,International,1
C,Scandinavian Airlines (SAS),4,16,DK,IT,International,1
C,Scandinavian Airlines (SAS),8,35,DK,ES,International,1
E,Scandinavian Airlines (SAS),6,1,SE,ES,International,1
M,TrenItalia,5,2,IT,IT,Domestic,1
medium car,Lufthansa,18,40,DE,ES,International,3
C,Scandinavian Airlines (SAS),4,198,SE,ES,International,2
E,Lufthansa,5,3,GB,DE,International,2
medium car,Scandinavian Airlines (SAS),3,4,DK,GB,International,1
E,Lufthansa,3,7,IT,DE,International,2
C,Lufthansa,11,121,DE,GB,International,2
E,Scandinavian Airlines (SAS),1,2,SE,GB,International,1
E,Lufthansa,8,188,US,FR,International,2
C,Travelstart,1,8,ZA,ZA,Domestic,1
medium car,Scandinavian Airlines (SAS),1,0,SE,NO,International,2
C,Scandinavian Airlines (SAS),7,39,NO,US,International,1
F,Scandinavian Airlines (SAS),3,3,DK,US,International,1
C,Scandinavian Airlines (SAS),3,1,NO,NO,Domestic,1
E,Lufthansa,5,18,GB,DE,International,1
E,Air Caraibes,1,114,FR,FR,Domestic,1
C,Scandinavian Airlines (SAS),3,4,SE,GB,International,1
M,Scandinavian Airlines (SAS),3,4,NO,NO,Domestic,1
S,Lufthansa,7,12,DE,NO,International,3
C,Scandinavian Airlines (SAS),14,122,NO,IT,International,1
M,Travelstart,3,34,GB,ZA,International,1
C,Scandinavian Airlines (SAS),3,14,DK,US,International,1
E,TrenItalia,1,13,DE,IT,International,1
E,Travelstart,3,4,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),5,1,NO,DK,International,1
E,Travelstart,4,5,ZA,ZA,Domestic,1
E,Lufthansa,8,65,CH,NO,International,2
M,Lufthansa,2,6,IT,DK,International,1
E,Lufthansa,6,75,DE,GB,International,1
C,Lufthansa,5,4,US,DE,International,2
I,Lufthansa,5,61,DE,US,International,1
large car,Lufthansa,3,55,DE,DE,Domestic,1
E,Scandinavian Airlines (SAS),20,12,SE,FR,International,1
I,Scandinavian Airlines (SAS),7,24,SE,ES,International,1
C,Lufthansa,8,81,GB,DE,International,2
E,Scandinavian Airlines (SAS),5,161,SE,IT,International,1
E,Scandinavian Airlines (SAS),2,37,SE,DE,International,1
S,Scandinavian Airlines (SAS),2,0,SE,SE,Domestic,1
E,Scandinavian Airlines (SAS),8,3,NO,NO,Domestic,1
medium car,Scandinavian Airlines (SAS),1,61,NO,NO,Domestic,1
F,Lufthansa,4,3,DE,NO,International,1
C,Scandinavian Airlines (SAS),4,8,SE,SE,Domestic,1
E,Travelstart,1,3,ZA,ZA,Domestic,1
M,Scandinavian Airlines (SAS),2,35,SE,NO,International,1
I,Lufthansa,9,140,US,IT,International,2
C,Scandinavian Airlines (SAS),4,1,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),11,10,DK,SE,International,2
E,Lufthansa,3,4,DE,ES,International,1
C,Lufthansa,3,71,DE,DE,Domestic,1
I,Scandinavian Airlines (SAS),5,21,NO,IT,International,2
medium car,Scandinavian Airlines (SAS),4,37,SE,SE,Domestic,1
C,Lufthansa,11,4,US,IT,International,1
M,Travelstart,1,1,ZA,ZA,Domestic,1
I,Scandinavian Airlines (SAS),6,7,NO,NO,Domestic,1
E,Scandinavian Airlines (SAS),4,23,US,DK,International,1
medium car,Scandinavian Airlines (SAS),6,31,DK,NO,International,1
C,Lufthansa,1,6,SE,DE,International,1
E,Lufthansa,2,15,DE,DE,Domestic,1
C,Scandinavian Airlines (SAS),3,0,SE,SE,Domestic,1
I,Scandinavian Airlines (SAS),9,12,NO,IT,International,5
S,Scandinavian Airlines (SAS),6,28,IT,NO,International,1
C,Scandinavian Airlines (SAS),4,173,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),4,7,NO,NO,Domestic,3
S,Scandinavian Airlines (SAS),3,37,NO,NO,Domestic,1
C,Lufthansa,15,12,DE,ES,International,1
E,Scandinavian Airlines (SAS),3,11,DK,NO,International,1
I,Scandinavian Airlines (SAS),4,20,SE,US,International,1
S,Scandinavian Airlines (SAS),3,4,NO,NO,Domestic,1
F,Scandinavian Airlines (SAS),5,170,US,NO,International,2
C,Lufthansa,16,8,DE,ES,International,1
I,Scandinavian Airlines (SAS),4,9,SE,ES,International,1
M,Travelstart,3,1,ZA,ZA,Domestic,1
M,Lufthansa,2,3,GB,DE,International,1
I,Scandinavian Airlines (SAS),2,1,SE,SE,Domestic,1
E,Lufthansa,1,31,DE,GB,International,1
I,Scandinavian Airlines (SAS),8,71,SE,SE,Domestic,3
E,Scandinavian Airlines (SAS),1,24,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),4,26,NO,FR,International,1
medium car,Scandinavian Airlines (SAS),4,29,SE,SE,Domestic,1
F,Lufthansa,15,8,DE,IT,International,1
C,Scandinavian Airlines (SAS),1,46,US,SE,International,2
S,Scandinavian Airlines (SAS),6,3,NO,US,International,1
I,Scandinavian Airlines (SAS),11,31,DK,US,International,1
I,Scandinavian Airlines (SAS),21,39,NO,ES,International,1
F,Scandinavian Airlines (SAS),5,232,NO,US,International,2
C,Lufthansa,9,241,DE,GB,International,2
E,Scandinavian Airlines (SAS),1,1,GB,NO,International,1
F,Scandinavian Airlines (SAS),5,11,SE,FR,International,1
C,Lufthansa,8,6,DE,DK,International,1
C,Scandinavian Airlines (SAS),1,1,NO,NO,Domestic,1
S,Lufthansa,7,162,DE,US,International,1
F,Lufthansa,5,1,DE,US,International,1
M,TrenItalia,1,7,IT,IT,Domestic,1
I,Scandinavian Airlines (SAS),4,19,SE,SE,Domestic,1
S,Scandinavian Airlines (SAS),7,42,NO,GB,International,1
C,Scandinavian Airlines (SAS),2,6,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),18,16,NO,US,International,1
medium car,Scandinavian Airlines (SAS),13,29,NO,ES,International,5
F,Lufthansa,5,1,SE,US,International,1
E,Scandinavian Airlines (SAS),21,25,SE,ES,International,1
S,Scandinavian Airlines (SAS),4,75,NO,NO,Domestic,1
F,Scandinavian Airlines (SAS),3,16,SE,SE,Domestic,1
C,Lufthansa,8,1,DE,ES,International,2
I,Scandinavian Airlines (SAS),1,29,SE,US,International,1
I,Scandinavian Airlines (SAS),13,177,SE,US,International,1
C,Scandinavian Airlines (SAS),7,6,NO,NO,Domestic,1
S,Lufthansa,13,8,DE,US,International,1
I,Lufthansa,15,55,IT,US,International,1
M,Scandinavian Airlines (SAS),3,2,NO,SE,International,1
M,Scandinavian Airlines (SAS),4,12,SE,ES,International,1
C,Scandinavian Airlines (SAS),11,10,US,NO,International,3
I,Scandinavian Airlines (SAS),5,83,NO,DE,International,1
S,Lufthansa,2,2,DE,DE,Domestic,1
C,Scandinavian Airlines (SAS),4,65,US,NO,International,2
C,Scandinavian Airlines (SAS),6,45,NO,ES,International,3
F,Scandinavian Airlines (SAS),3,60,SE,US,International,1
C,Lufthansa,16,81,DE,ES,International,2
C,Scandinavian Airlines (SAS),10,39,SE,IT,International,1
I,Scandinavian Airlines (SAS),9,12,SE,ES,International,2
C,Lufthansa,5,14,DK,DE,International,2
C,Scandinavian Airlines (SAS),3,1,NO,GB,International,1
I,Scandinavian Airlines (SAS),1,21,SE,SE,Domestic,2
C,Lufthansa,6,1,GB,DK,International,1
M,Travelstart,3,7,ZA,ZA,Domestic,1
F,Lufthansa,14,65,DE,US,International,4
M,Lufthansa,7,12,DE,ES,International,2
large car,Scandinavian Airlines (SAS),7,144,NO,SE,International,1
C,Lufthansa,9,64,US,DE,International,1
E,Travelstart,2,4,ZA,ZA,Domestic,1
M,Scandinavian Airlines (SAS),4,13,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),7,47,SE,ES,International,1
C,Scandinavian Airlines (SAS),1,1,NO,NO,Domestic,1
M,Travelstart,3,49,ZA,ZA,Domestic,1
E,Travelstart,5,46,ZA,ZA,Domestic,1
C,Lufthansa,3,108,FR,DE,International,1
C,Lufthansa,7,13,DE,ES,International,2
M,Scandinavian Airlines (SAS),3,4,SE,SE,Domestic,1
S,Scandinavian Airlines (SAS),3,42,SE,SE,Domestic,1
S,Lufthansa,7,2,IT,US,International,4
M,Lufthansa,3,66,IT,DE,International,2
M,Travelstart,3,0,ZA,ZA,Domestic,1
C,Lufthansa,1,7,DE,IT,International,1
medium car,Lufthansa,4,11,GB,DE,International,1
C,Travelstart,3,48,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),5,1,NO,NO,Domestic,1
S,Scandinavian Airlines (SAS),2,11,NO,NO,Domestic,1
I,Scandinavian Airlines (SAS),59,46,SE,SE,Domestic,1
F,Scandinavian Airlines (SAS),9,303,SE,DE,International,2
I,Scandinavian Airlines (SAS),14,4,NO,US,International,1
C,Lufthansa,7,22,DK,IT,International,2
large car,Scandinavian Airlines (SAS),10,0,NO,US,International,1
F,Lufthansa,3,55,DE,DE,Domestic,2
C,Scandinavian Airlines (SAS),1,0,SE,SE,Domestic,1
medium car,Lufthansa,6,118,US,DE,International,2
I,Scandinavian Airlines (SAS),7,61,SE,ES,International,3
C,Scandinavian Airlines (SAS),1,6,SE,SE,Domestic,1
medium car,Scandinavian Airlines (SAS),1,2,NO,NO,Domestic,1
M,Scandinavian Airlines (SAS),2,0,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),2,2,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),1,7,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),2,9,DK,FR,International,1
I,Lufthansa,6,7,DE,FR,International,4
I,Scandinavian Airlines (SAS),7,4,NO,ES,International,1
C,Lufthansa,1,3,DE,DE,Domestic,1
C,Lufthansa,9,60,US,DE,International,1
F,Lufthansa,2,4,IT,DE,International,1
F,Scandinavian Airlines (SAS),7,27,SE,US,International,1
S,Lufthansa,3,1,DE,SE,International,1
C,Lufthansa,2,11,GB,DE,International,1
C,Scandinavian Airlines (SAS),2,25,SE,SE,Domestic,1
S,Scandinavian Airlines (SAS),7,104,NO,IT,International,1
E,Lufthansa,2,6,DE,IT,International,2
C,Lufthansa,4,22,DE,DE,Domestic,1
E,Travelstart,4,32,ZA,ZA,Domestic,1
S,Scandinavian Airlines (SAS),9,3,DK,US,International,1
large car,Scandinavian Airlines (SAS),2,13,SE,US,International,1
E,Lufthansa,3,29,DE,DE,Domestic,1
C,Lufthansa,19,14,DE,US,International,1
large car,Lufthansa,10,54,DE,SE,International,1
C,Scandinavian Airlines (SAS),11,126,DK,US,International,1
E,TrenItalia,1,51,IT,IT,Domestic,1
I,Scandinavian Airlines (SAS),7,5,SE,IT,International,1
M,Travelstart,9,79,ZA,ZA,Domestic,1
M,Lufthansa,3,7,DE,DE,Domestic,1
C,Lufthansa,4,69,SE,DE,International,5
small car,Scandinavian Airlines (SAS),2,23,NO,NO,Domestic,1
S,Scandinavian Airlines (SAS),3,30,NO,NO,Domestic,3
I,Lufthansa,38,67,US,DE,International,2
S,Scandinavian Airlines (SAS),5,263,NO,NO,Domestic,3
I,Lufthansa,10,15,DE,ES,International,1
S,Lufthansa,12,24,DE,US,International,3
E,Lufthansa,13,324,DE,ZA,International,2
E,Scandinavian Airlines (SAS),2,19,SE,DE,International,1
I,Scandinavian Airlines (SAS),28,146,US,DK,International,2
F,Lufthansa,5,9,DE,ZA,International,1
S,Scandinavian Airlines (SAS),4,8,SE,SE,Domestic,1
C,Lufthansa,7,25,DK,IT,International,2
E,Scandinavian Airlines (SAS),5,1,NO,US,International,1
E,Scandinavian Airlines (SAS),7,34,DK,ES,International,1
I,Scandinavian Airlines (SAS),13,209,DK,US,International,2
F,Scandinavian Airlines (SAS),3,1,NO,ES,International,1
C,Scandinavian Airlines (SAS),2,3,GB,SE,International,1
E,Scandinavian Airlines (SAS),12,70,NO,NO,Domestic,2
M,Lufthansa,17,223,DE,US,International,6
C,Lufthansa,4,18,DE,ES,International,2
C,Lufthansa,8,2,DK,IT,International,4
C,Scandinavian Airlines (SAS),2,28,SE,DE,International,1
C,Lufthansa,4,5,IT,DE,International,1
medium car,Lufthansa,1,28,GB,DE,International,2
E,Lufthansa,5,87,DE,IT,International,2
M,Lufthansa,29,2,US,DE,International,1
S,Lufthansa,14,120,GB,US,International,2
M,Lufthansa,1,3,FR,DE,International,1
M,Travelstart,4,3,ZA,ZA,Domestic,1
E,Scandinavian Airlines (SAS),1,2,NO,NO,Domestic,1
C,Lufthansa,3,25,DE,DE,Domestic,1
E,Scandinavian Airlines (SAS),3,3,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),8,135,SE,ES,International,1
F,Travelstart,2,2,ZA,ZA,Domestic,1
E,FreeNow,1,1,DE,DE,Domestic,1
C,Lufthansa,11,90,DE,ES,International,2
F,Scandinavian Airlines (SAS),14,173,NO,ES,International,4
E,Scandinavian Airlines (SAS),1,0,GB,NO,International,1
I,Scandinavian Airlines (SAS),7,0,NO,IT,International,7
C,Scandinavian Airlines (SAS),1,89,SE,SE,Domestic,1
I,Scandinavian Airlines (SAS),3,28,SE,DE,International,1
S,Lufthansa,3,1,DE,DE,Domestic,2
E,TrenItalia,3,1,IT,IT,Domestic,1
C,Lufthansa,19,95,NO,US,International,2
C,Lufthansa,2,9,DE,DE,Domestic,1
C,Lufthansa,5,13,DE,ES,International,1
medium car,Scandinavian Airlines (SAS),3,27,DK,NO,International,1
C,Lufthansa,3,10,DE,DE,Domestic,1
E,Travelstart,2,6,ZA,ZA,Domestic,1
large car,Scandinavian Airlines (SAS),3,14,NO,FR,International,1
large car,Lufthansa,5,5,DE,SE,International,1
E,Scandinavian Airlines (SAS),6,13,SE,IT,International,1
E,Lufthansa,4,3,DE,ES,International,1
I,Lufthansa,3,12,DE,DE,Domestic,3
M,Travelstart,5,20,ZA,ZA,Domestic,1
F,Lufthansa,3,29,DE,ES,International,1
F,Lufthansa,1,10,DE,DE,Domestic,1
medium car,Lufthansa,2,167,DE,DE,Domestic,2
C,Scandinavian Airlines (SAS),4,0,SE,FR,International,1
M,Lufthansa,3,194,FR,DE,International,2
C,Scandinavian Airlines (SAS),3,29,SE,GB,International,1
M,Scandinavian Airlines (SAS),3,7,SE,SE,Domestic,1
M,TrenItalia,1,14,IT,IT,Domestic,1
C,Lufthansa,2,4,DE,FR,International,1
C,Scandinavian Airlines (SAS),10,89,NO,NO,Domestic,1
C,Lufthansa,3,5,SE,DE,International,1
C,Lufthansa,20,88,US,DE,International,3
E,TrenItalia,4,18,IT,IT,Domestic,1
C,Scandinavian Airlines (SAS),3,5,SE,SE,Domestic,1
I,Lufthansa,15,344,CH,US,International,4
C,Scandinavian Airlines (SAS),1,29,SE,SE,Domestic,1
E,Scandinavian Airlines (SAS),1,14,SE,SE,Domestic,1
I,Scandinavian Airlines (SAS),3,11,NO,IT,International,1
C,Lufthansa,6,3,NO,DE,International,3
F,Scandinavian Airlines (SAS),3,5,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),2,4,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),3,0,GB,IT,International,1
C,Lufthansa,7,5,US,DE,International,1
C,Travelstart,9,1,US,US,Domestic,1
C,Scandinavian Airlines (SAS),2,10,NO,NO,Domestic,1
E,Scandinavian Airlines (SAS),4,18,SE,GB,International,1
E,Travelstart,1,1,ZA,ZA,Domestic,1
S,Scandinavian Airlines (SAS),2,1,NO,NO,Domestic,1
medium car,Lufthansa,2,26,US,DK,International,2
I,Scandinavian Airlines (SAS),13,25,DK,US,International,1
C,FreeNow,1,14,FR,FR,Domestic,1
E,Scandinavian Airlines (SAS),12,45,DK,ES,International,1
E,Scandinavian Airlines (SAS),5,52,NO,DE,International,1
I,Lufthansa,9,23,DE,US,International,1
M,Lufthansa,1,2,DE,IT,International,1
F,Scandinavian Airlines (SAS),9,5,DK,US,International,1
I,Scandinavian Airlines (SAS),17,47,SE,US,International,4
C,Scandinavian Airlines (SAS),3,3,SE,DE,International,1
C,Scandinavian Airlines (SAS),2,4,NO,NO,Domestic,1
M,Lufthansa,2,6,DE,DE,Domestic,1
C,Scandinavian Airlines (SAS),2,4,NO,NO,Domestic,1
medium car,Scandinavian Airlines (SAS),2,1,NO,NO,Domestic,1
F,Lufthansa,1,5,DE,DE,Domestic,1
medium car,Scandinavian Airlines (SAS),28,63,SE,IT,International,1
M,Travelstart,48,81,ZA,ZA,Domestic,1
M,Lufthansa,1,1,DE,IT,International,1
I,Scandinavian Airlines (SAS),7,1,NO,US,International,1
F,Scandinavian Airlines (SAS),4,9,SE,ES,International,1
C,Scandinavian Airlines (SAS),8,2,DK,ES,International,1
E,Scandinavian Airlines (SAS),1,2,SE,SE,Domestic,1
E,Air Caraibes,5,29,FR,FR,Domestic,1
E,Scandinavian Airlines (SAS),6,48,NO,NO,Domestic,2
E,Scandinavian Airlines (SAS),2,9,SE,SE,Domestic,1
C,Lufthansa,3,8,DE,DE,Domestic,2
C,Lufthansa,1,7,DE,DE,Domestic,2
F,Lufthansa,12,89,US,DE,International,3
C,Scandinavian Airlines (SAS),2,6,GB,DK,International,1
C,Scandinavian Airlines (SAS),15,53,DK,DK,Domestic,1
C,Scandinavian Airlines (SAS),5,12,SE,DK,International,1
I,Lufthansa,1,31,IT,SE,International,2
E,Scandinavian Airlines (SAS),8,35,SE,US,International,1
E,Lufthansa,13,9,US,IT,International,2
E,Travelstart,6,14,ZA,ZA,Domestic,1
E,Scandinavian Airlines (SAS),11,37,SE,SE,Domestic,1
C,Lufthansa,1,6,DE,DE,Domestic,2
F,Scandinavian Airlines (SAS),15,52,SE,ES,International,1
C,Lufthansa,1,23,DE,DE,Domestic,1
C,Scandinavian Airlines (SAS),3,19,DK,SE,International,1
medium car,Scandinavian Airlines (SAS),3,7,SE,GB,International,1
E,Lufthansa,2,26,DE,ES,International,2
F,Lufthansa,1,26,DE,DE,Domestic,2
S,Scandinavian Airlines (SAS),3,46,SE,SE,Domestic,1
M,Travelstart,1,1,ZA,ZA,Domestic,1
E,Lufthansa,10,137,DE,GB,International,1
large car,Scandinavian Airlines (SAS),2,5,SE,SE,Domestic,1
S,Scandinavian Airlines (SAS),11,1,NO,US,International,2
C,Lufthansa,7,0,US,DE,International,1
I,Lufthansa,12,3,DE,IT,International,1
C,Scandinavian Airlines (SAS),3,11,SE,SE,Domestic,1
I,Lufthansa,11,271,DE,US,International,4
C,Lufthansa,8,20,NO,DE,International,3
C,Scandinavian Airlines (SAS),1,14,SE,US,International,1
M,Scandinavian Airlines (SAS),8,21,GB,GB,Domestic,1
I,Scandinavian Airlines (SAS),4,40,DK,US,International,1
S,Scandinavian Airlines (SAS),15,57,SE,US,International,1
F,Lufthansa,5,41,DE,DE,Domestic,1
I,Scandinavian Airlines (SAS),2,19,SE,DE,International,1
I,Scandinavian Airlines (SAS),1,4,SE,NO,International,1
large car,Scandinavian Airlines (SAS),9,77,SE,US,International,1
I,Scandinavian Airlines (SAS),3,9,SE,SE,Domestic,1
E,Lufthansa,4,7,DE,NO,International,1
I,Lufthansa,9,54,IT,NO,International,4
E,FreeNow,3,1,IT,IT,Domestic,1
small car,Lufthansa,16,11,DE,IT,International,1
C,FreeNow,3,1,DE,DE,Domestic,1
C,Scandinavian Airlines (SAS),5,7,SE,SE,Domestic,1
I,Scandinavian Airlines (SAS),4,61,NO,NO,Domestic,4
M,Lufthansa,6,9,DE,ES,International,2
S,Scandinavian Airlines (SAS),4,4,DK,US,International,1
E,Travelstart,1,6,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),2,6,NO,NO,Domestic,1
E,Lufthansa,7,10,DE,IT,International,1
C,Lufthansa,9,17,GB,ZA,International,1
F,Lufthansa,8,9,DE,ES,International,2
M,FreeNow,6,1,FR,FR,Domestic,1
S,Scandinavian Airlines (SAS),17,88,SE,SE,Domestic,2
medium car,Scandinavian Airlines (SAS),1,2,NO,NO,Domestic,1
E,Scandinavian Airlines (SAS),7,99,NO,NO,Domestic,3
E,Scandinavian Airlines (SAS),5,0,SE,FR,International,1
E,Scandinavian Airlines (SAS),3,25,NO,IT,International,1
C,Scandinavian Airlines (SAS),3,3,NO,DE,International,1
C,Lufthansa,3,5,DE,ES,International,1
M,Travelstart,7,1,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),6,20,SE,SE,Domestic,2
E,Lufthansa,7,6,IT,US,International,1
C,Lufthansa,2,3,DK,DE,International,1
S,Lufthansa,3,2,GB,DE,International,2
S,Scandinavian Airlines (SAS),6,43,NO,NO,Domestic,1
I,Scandinavian Airlines (SAS),10,103,SE,SE,Domestic,1
S,Scandinavian Airlines (SAS),1,6,NO,DK,International,1
I,Scandinavian Airlines (SAS),4,87,DK,ES,International,1
E,Travelstart,3,9,ZA,ZA,Domestic,1
E,Lufthansa,1,11,DE,GB,International,1
E,Lufthansa,1,4,DE,DE,Domestic,2
C,Scandinavian Airlines (SAS),4,7,SE,SE,Domestic,1
E,TrenItalia,6,109,GB,IT,International,1
C,Lufthansa,13,36,US,IT,International,2
I,Lufthansa,9,231,DE,US,International,4
I,Scandinavian Airlines (SAS),3,6,SE,IT,International,1
C,Scandinavian Airlines (SAS),1,6,DK,NO,International,1
C,Scandinavian Airlines (SAS),3,15,NO,IT,International,1
C,Travelstart,6,40,ZA,ZA,Domestic,1
M,Travelstart,9,2,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),2,2,SE,DK,International,1
I,Lufthansa,7,35,CH,US,International,5
M,Travelstart,4,8,ZA,ZA,Domestic,1
I,Scandinavian Airlines (SAS),4,7,SE,SE,Domestic,1
M,Scandinavian Airlines (SAS),7,4,DK,SE,International,2
C,Scandinavian Airlines (SAS),1,1,NO,NO,Domestic,1
I,Scandinavian Airlines (SAS),8,1,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),7,1,SE,US,International,1
I,Scandinavian Airlines (SAS),10,69,SE,US,International,2
M,Travelstart,2,37,ZA,ZA,Domestic,1
I,Lufthansa,5,3,IT,US,International,2
E,Scandinavian Airlines (SAS),13,171,DK,ES,International,4
E,Lufthansa,3,25,GB,IT,International,2
M,Scandinavian Airlines (SAS),7,199,SE,IT,International,1
E,Scandinavian Airlines (SAS),2,1,SE,NO,International,1
C,Lufthansa,2,61,NO,DE,International,3
M,Scandinavian Airlines (SAS),1,1,SE,DK,International,1
medium car,Lufthansa,3,2,DE,ES,International,1
C,Lufthansa,6,45,DE,IT,International,4
E,Scandinavian Airlines (SAS),3,0,NO,NO,Domestic,1
C,Travelstart,12,64,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),1,11,SE,SE,Domestic,2
C,Lufthansa,3,11,DE,DE,Domestic,1
E,Scandinavian Airlines (SAS),10,166,IT,DK,International,1
M,Scandinavian Airlines (SAS),3,3,GB,DK,International,1
F,Scandinavian Airlines (SAS),3,77,SE,US,International,1
C,Scandinavian Airlines (SAS),7,17,SE,FR,International,1
M,Lufthansa,4,36,DE,IT,International,1
M,Scandinavian Airlines (SAS),2,49,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),3,3,DK,DE,International,1
F,Scandinavian Airlines (SAS),6,11,SE,ZA,International,1
C,Lufthansa,2,3,DK,DE,International,2
C,Lufthansa,3,11,DE,DE,Domestic,1
E,Travelstart,7,11,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),4,1,NO,NO,Domestic,1
M,Travelstart,1,7,ZA,ZA,Domestic,1
M,Scandinavian Airlines (SAS),8,31,DK,ES,International,1
I,Lufthansa,9,3,CH,ES,International,4
S,Scandinavian Airlines (SAS),6,6,NO,US,International,1
C,Lufthansa,8,92,IT,DE,International,3
F,Scandinavian Airlines (SAS),11,74,NO,US,International,1
I,Scandinavian Airlines (SAS),5,37,SE,IT,International,4
S,Scandinavian Airlines (SAS),11,12,SE,SE,Domestic,2
C,Scandinavian Airlines (SAS),8,137,NO,GB,International,1
F,Lufthansa,10,91,NO,DE,International,2
C,Lufthansa,4,17,DE,DE,Domestic,1
S,Lufthansa,5,35,DE,ES,International,5
E,Lufthansa,2,30,DE,GB,International,1
F,Scandinavian Airlines (SAS),8,73,NO,DE,International,4
C,Lufthansa,3,2,DE,NO,International,3
S,Lufthansa,25,27,US,IT,International,1
M,FreeNow,7,0,IT,IT,Domestic,1
C,Lufthansa,21,123,DE,ES,International,4
C,Lufthansa,7,5,IT,DE,International,1
E,Travelstart,5,16,ZA,ZA,Domestic,1
medium car,Scandinavian Airlines (SAS),9,3,NO,NO,Domestic,1
F,Lufthansa,5,2,IT,US,International,2
C,Lufthansa,2,4,DE,GB,International,1
